
***********	*************	*************	**************	*************	*************	*************	*************	*************	*************	*************	*************	*************	*************
Data	from	Pyro	Oxygen	Logger	V3.213	with	FireStingO2	(Firmware	3.10)	---	Pyro	Science	---	Device	Name:	
***********	*************	*************	**************	*************	*************	*************	*************	*************	*************	*************	*************	*************	*************
Settings:	Description	Units	Basic Mode	Sensor Code	Meas. Mode	Temp. Comp.	Temp. (°C)	Press. Comp.	Press. (hPa)	Salinity (‰)	LED Int. (%)	PD Ampl.	Meas. Time (ms)	Bkdg. Comp.	Fiber Length (m)	
Ch 1	Robust Oxygen Probe (trace range)	umol/l	OFF	UB7-498-064	3	ON External	20.000	ON	1004	0.500	30%	40x	240	ON fiber length	2.00	
Temp.	Sensor	Measuring	Time (ms):	300	Offset ('C):	0.000	

Calibration:	Status 0% Cal.	Status upper Cal.	Temp. 0% Cal. (°C)	Temp. upper Cal. (°C)	Press. (hPa)	Humidity (%)	Oxygen (%O2)	dphi0 (°)	dphi100 (°)	f	m	F (Hz)	kt (%/K)	tt (%/K)	Bkgd. Int. (mV)	Bkgd. dphi (°)	mt (1/K)	
Ch 1	0% Calibration	Air with 100% Humidity or Air Saturated Water	17.254	23.511	1007	100.000	20.950	50.083	6.802	0.827	0.075	470	0.874	-0.350	0.811	0.000	-0.000106	
Data	Smoothing:	1	
Date:	02.05.2020	
			 	Oxygen				Compensation	Temperature	('C)		Pressure	Humidity	Temp. Probe	Int. Temp.	Analog In	Raw Data:	 dphi (°)			Signal	Intensity	(mV)		Ambient	Light	(mV)		Advanced Raw Values (only logged while raw data window is open)	
Date	Time (HH:MM:SS)	Time (s)	Comment	Ch1	Ch2	Ch3	Ch4	Ch 1	Ch 2	Ch 3	Ch 4	(mbar)	(%)	('C)	('C)	 (mV)	Ch 1	Ch 2	Ch 3	Ch 4	Ch1	Ch2	Ch3	Ch4	Ch1	Ch2	Ch3	Ch4	 (MainBkgd->MainBkgd->MainPhi->RefAmpl->RefBkgnd->RefPhi)	
02.05.2020	17:33:18	0.00		0.051000	---	---	---	16.485	---	---	---	1000.88	29.888	16.485	---	---	50.073	---	---	---	71.496	---	---	---	0.622	---	---	---	
02.05.2020	17:33:28	10.00		0.055000	---	---	---	16.482	---	---	---	1000.94	29.812	16.482	---	---	50.067	---	---	---	71.507	---	---	---	0.622	---	---	---	
02.05.2020	17:33:38	20.00		0.041000	---	---	---	16.485	---	---	---	1000.91	29.774	16.485	---	---	50.090	---	---	---	71.492	---	---	---	0.636	---	---	---	
02.05.2020	17:33:48	30.00		0.057000	---	---	---	16.479	---	---	---	1000.91	29.774	16.479	---	---	50.065	---	---	---	71.497	---	---	---	0.639	---	---	---	
02.05.2020	17:33:58	40.00		0.028000	---	---	---	16.482	---	---	---	1001.09	29.751	16.482	---	---	50.112	---	---	---	71.476	---	---	---	0.640	---	---	---	
02.05.2020	17:34:08	50.00		0.060000	---	---	---	16.479	---	---	---	1001.00	29.751	16.479	---	---	50.060	---	---	---	71.484	---	---	---	0.636	---	---	---	
02.05.2020	17:34:18	60.00		0.048000	---	---	---	16.477	---	---	---	1001.00	29.713	16.477	---	---	50.080	---	---	---	71.483	---	---	---	0.628	---	---	---	
02.05.2020	17:34:28	70.00		0.041000	---	---	---	16.482	---	---	---	1000.88	29.713	16.482	---	---	50.091	---	---	---	71.460	---	---	---	0.624	---	---	---	
02.05.2020	17:34:38	80.00		0.049000	---	---	---	16.477	---	---	---	1001.06	29.713	16.477	---	---	50.079	---	---	---	71.468	---	---	---	0.637	---	---	---	
02.05.2020	17:34:48	90.00		0.042000	---	---	---	16.487	---	---	---	1000.94	29.667	16.487	---	---	50.088	---	---	---	71.472	---	---	---	0.640	---	---	---	
02.05.2020	17:34:58	100.00		0.055000	---	---	---	16.482	---	---	---	1001.06	29.667	16.482	---	---	50.069	---	---	---	71.471	---	---	---	0.635	---	---	---	
02.05.2020	17:35:08	110.00		0.055000	---	---	---	16.477	---	---	---	1000.91	29.629	16.477	---	---	50.069	---	---	---	71.474	---	---	---	0.646	---	---	---	
02.05.2020	17:35:18	120.00		0.044000	---	---	---	16.479	---	---	---	1000.88	29.629	16.479	---	---	50.087	---	---	---	71.459	---	---	---	0.636	---	---	---	
02.05.2020	17:35:28	130.00		0.046000	---	---	---	16.477	---	---	---	1000.94	29.629	16.477	---	---	50.084	---	---	---	71.446	---	---	---	0.648	---	---	---	
02.05.2020	17:35:38	140.00		0.038000	---	---	---	16.477	---	---	---	1001.03	29.629	16.477	---	---	50.097	---	---	---	71.456	---	---	---	0.638	---	---	---	
02.05.2020	17:35:48	150.00		0.050000	---	---	---	16.472	---	---	---	1000.97	29.591	16.472	---	---	50.077	---	---	---	71.451	---	---	---	0.654	---	---	---	
02.05.2020	17:35:58	160.00		0.037000	---	---	---	16.472	---	---	---	1001.06	29.591	16.472	---	---	50.098	---	---	---	71.439	---	---	---	0.623	---	---	---	
02.05.2020	17:36:08	170.00		0.050000	---	---	---	16.472	---	---	---	1000.97	29.591	16.472	---	---	50.077	---	---	---	71.455	---	---	---	0.636	---	---	---	
02.05.2020	17:36:18	180.00		0.045000	---	---	---	16.474	---	---	---	1001.06	29.606	16.474	---	---	50.085	---	---	---	71.449	---	---	---	0.629	---	---	---	
02.05.2020	17:36:28	190.00		0.043000	---	---	---	16.474	---	---	---	1000.94	29.606	16.474	---	---	50.089	---	---	---	71.437	---	---	---	0.624	---	---	---	
02.05.2020	17:36:38	200.00		0.041000	---	---	---	16.472	---	---	---	1000.97	29.606	16.472	---	---	50.092	---	---	---	71.445	---	---	---	0.644	---	---	---	
02.05.2020	17:36:48	210.00		0.050000	---	---	---	16.472	---	---	---	1001.06	29.568	16.472	---	---	50.078	---	---	---	71.442	---	---	---	0.637	---	---	---	
02.05.2020	17:36:58	220.00		0.060000	---	---	---	16.477	---	---	---	1001.00	29.568	16.477	---	---	50.061	---	---	---	71.453	---	---	---	0.658	---	---	---	
02.05.2020	17:37:08	230.00		0.058000	---	---	---	16.474	---	---	---	1001.03	29.568	16.474	---	---	50.064	---	---	---	71.438	---	---	---	0.636	---	---	---	
02.05.2020	17:37:18	240.00		0.039000	---	---	---	16.472	---	---	---	1001.24	29.568	16.472	---	---	50.095	---	---	---	71.455	---	---	---	0.640	---	---	---	
02.05.2020	17:37:28	250.00		0.051000	---	---	---	16.472	---	---	---	1001.12	29.568	16.472	---	---	50.076	---	---	---	71.435	---	---	---	0.639	---	---	---	
02.05.2020	17:37:38	260.00		0.054000	---	---	---	16.466	---	---	---	1001.12	29.530	16.466	---	---	50.071	---	---	---	71.435	---	---	---	0.636	---	---	---	
02.05.2020	17:37:48	270.00		0.038000	---	---	---	16.472	---	---	---	1001.09	29.530	16.472	---	---	50.097	---	---	---	71.433	---	---	---	0.639	---	---	---	
02.05.2020	17:37:58	280.00		0.043000	---	---	---	16.477	---	---	---	1001.15	29.530	16.477	---	---	50.088	---	---	---	71.425	---	---	---	0.629	---	---	---	
02.05.2020	17:38:08	290.00		0.040000	---	---	---	16.474	---	---	---	1001.03	29.530	16.474	---	---	50.094	---	---	---	71.435	---	---	---	0.635	---	---	---	
02.05.2020	17:38:18	300.00		0.057000	---	---	---	16.472	---	---	---	1001.03	29.530	16.472	---	---	50.066	---	---	---	71.429	---	---	---	0.639	---	---	---	
02.05.2020	17:38:28	310.00		0.045000	---	---	---	16.472	---	---	---	1001.03	29.530	16.472	---	---	50.086	---	---	---	71.442	---	---	---	0.660	---	---	---	
02.05.2020	17:38:38	320.00		0.046000	---	---	---	16.472	---	---	---	1001.06	29.530	16.472	---	---	50.083	---	---	---	71.416	---	---	---	0.636	---	---	---	
02.05.2020	17:38:48	330.00		0.045000	---	---	---	16.472	---	---	---	1001.03	29.568	16.472	---	---	50.085	---	---	---	71.425	---	---	---	0.640	---	---	---	
02.05.2020	17:38:58	340.00		0.043000	---	---	---	16.472	---	---	---	1001.00	29.568	16.472	---	---	50.088	---	---	---	71.426	---	---	---	0.636	---	---	---	
02.05.2020	17:39:08	350.00		0.044000	---	---	---	16.466	---	---	---	1001.12	29.568	16.466	---	---	50.087	---	---	---	71.421	---	---	---	0.636	---	---	---	
02.05.2020	17:39:18	360.00		0.055000	---	---	---	16.474	---	---	---	1001.06	29.530	16.474	---	---	50.069	---	---	---	71.429	---	---	---	0.656	---	---	---	
02.05.2020	17:39:28	370.00		0.049000	---	---	---	16.472	---	---	---	1001.09	29.530	16.472	---	---	50.079	---	---	---	71.425	---	---	---	0.630	---	---	---	
02.05.2020	17:39:38	380.00		0.050000	---	---	---	16.472	---	---	---	1001.12	29.530	16.472	---	---	50.078	---	---	---	71.419	---	---	---	0.630	---	---	---	
02.05.2020	17:39:48	390.00		0.043000	---	---	---	16.474	---	---	---	1001.18	29.530	16.474	---	---	50.088	---	---	---	71.418	---	---	---	0.650	---	---	---	
02.05.2020	17:39:58	400.00		0.054000	---	---	---	16.466	---	---	---	1001.06	29.530	16.466	---	---	50.072	---	---	---	71.417	---	---	---	0.626	---	---	---	
02.05.2020	17:40:08	410.00		0.039000	---	---	---	16.472	---	---	---	1001.03	29.530	16.472	---	---	50.095	---	---	---	71.421	---	---	---	0.640	---	---	---	
02.05.2020	17:40:18	420.00		0.037000	---	---	---	16.472	---	---	---	1001.00	29.530	16.472	---	---	50.098	---	---	---	71.426	---	---	---	0.637	---	---	---	
02.05.2020	17:40:28	430.00		0.052000	---	---	---	16.472	---	---	---	1001.06	29.568	16.472	---	---	50.074	---	---	---	71.432	---	---	---	0.639	---	---	---	
02.05.2020	17:40:38	440.00		0.037000	---	---	---	16.464	---	---	---	1001.06	29.644	16.464	---	---	50.099	---	---	---	71.400	---	---	---	0.660	---	---	---	
02.05.2020	17:40:48	450.00		0.051000	---	---	---	16.466	---	---	---	1001.09	29.644	16.466	---	---	50.076	---	---	---	71.418	---	---	---	0.628	---	---	---	
02.05.2020	17:40:58	460.00		0.048000	---	---	---	16.469	---	---	---	1001.12	29.644	16.469	---	---	50.080	---	---	---	71.420	---	---	---	0.635	---	---	---	
02.05.2020	17:41:08	470.00		0.058000	---	---	---	16.474	---	---	---	1001.09	29.644	16.474	---	---	50.064	---	---	---	71.408	---	---	---	0.655	---	---	---	
02.05.2020	17:41:18	480.00		0.040000	---	---	---	16.466	---	---	---	1001.03	29.690	16.466	---	---	50.094	---	---	---	71.401	---	---	---	0.636	---	---	---	
02.05.2020	17:41:28	490.00		0.043000	---	---	---	16.474	---	---	---	1001.09	29.690	16.474	---	---	50.089	---	---	---	71.404	---	---	---	0.663	---	---	---	
02.05.2020	17:41:38	500.00		0.044000	---	---	---	16.469	---	---	---	1001.12	29.644	16.469	---	---	50.088	---	---	---	71.410	---	---	---	0.648	---	---	---	
02.05.2020	17:41:48	510.00		0.046000	---	---	---	16.474	---	---	---	1001.12	29.644	16.474	---	---	50.083	---	---	---	71.401	---	---	---	0.630	---	---	---	
02.05.2020	17:41:58	520.00		0.044000	---	---	---	16.466	---	---	---	1001.06	29.606	16.466	---	---	50.088	---	---	---	71.406	---	---	---	0.623	---	---	---	
02.05.2020	17:42:08	530.00		0.047000	---	---	---	16.472	---	---	---	1001.03	29.583	16.472	---	---	50.082	---	---	---	71.393	---	---	---	0.637	---	---	---	
02.05.2020	17:42:18	540.00		0.045000	---	---	---	16.472	---	---	---	1001.03	29.583	16.472	---	---	50.086	---	---	---	71.398	---	---	---	0.622	---	---	---	
02.05.2020	17:42:28	550.00		0.035000	---	---	---	16.469	---	---	---	1001.00	29.583	16.469	---	---	50.102	---	---	---	71.410	---	---	---	0.650	---	---	---	
02.05.2020	17:42:38	560.00		0.058000	---	---	---	16.469	---	---	---	1001.09	29.583	16.469	---	---	50.065	---	---	---	71.414	---	---	---	0.635	---	---	---	
