
***********	*************	*************	**************	*************	*************	*************	*************	*************	*************	*************	*************	*************	*************
Data	from	Pyro	Oxygen	Logger	V3.213	with	FireStingO2	(Firmware	3.10)	---	Pyro	Science	---	Device	Name:	
***********	*************	*************	**************	*************	*************	*************	*************	*************	*************	*************	*************	*************	*************
Settings:	Description	Units	Basic Mode	Sensor Code	Meas. Mode	Temp. Comp.	Temp. (°C)	Press. Comp.	Press. (hPa)	Salinity (‰)	LED Int. (%)	PD Ampl.	Meas. Time (ms)	Bkdg. Comp.	Fiber Length (m)	
Ch 1	Robust Oxygen Probe (trace range)	umol/l	OFF	UB7-498-064	3	ON External	20.000	ON	1004	0.500	30%	40x	240	ON fiber length	2.00	
Temp.	Sensor	Measuring	Time (ms):	300	Offset ('C):	0.000	

Calibration:	Status 0% Cal.	Status upper Cal.	Temp. 0% Cal. (°C)	Temp. upper Cal. (°C)	Press. (hPa)	Humidity (%)	Oxygen (%O2)	dphi0 (°)	dphi100 (°)	f	m	F (Hz)	kt (%/K)	tt (%/K)	Bkgd. Int. (mV)	Bkgd. dphi (°)	mt (1/K)	
Ch 1	0% Calibration	Air with 100% Humidity or Air Saturated Water	17.254	23.511	1007	100.000	20.950	50.083	6.802	0.827	0.075	470	0.874	-0.350	0.811	0.000	-0.000106	
Data	Smoothing:	1	
Date:	02.05.2020	
			 	Oxygen				Compensation	Temperature	('C)		Pressure	Humidity	Temp. Probe	Int. Temp.	Analog In	Raw Data:	 dphi (°)			Signal	Intensity	(mV)		Ambient	Light	(mV)		Advanced Raw Values (only logged while raw data window is open)	
Date	Time (HH:MM:SS)	Time (s)	Comment	Ch1	Ch2	Ch3	Ch4	Ch 1	Ch 2	Ch 3	Ch 4	(mbar)	(%)	('C)	('C)	 (mV)	Ch 1	Ch 2	Ch 3	Ch 4	Ch1	Ch2	Ch3	Ch4	Ch1	Ch2	Ch3	Ch4	 (MainBkgd->MainBkgd->MainPhi->RefAmpl->RefBkgnd->RefPhi)	
02.05.2020	14:31:03	0.00		0.052000	---	---	---	16.474	---	---	---	999.83	33.421	16.474	---	---	50.074	---	---	---	71.822	---	---	---	0.637	---	---	---	
02.05.2020	14:31:13	10.00		0.055000	---	---	---	16.477	---	---	---	999.86	33.337	16.477	---	---	50.068	---	---	---	71.821	---	---	---	0.630	---	---	---	
02.05.2020	14:31:23	20.00		0.055000	---	---	---	16.466	---	---	---	999.77	33.260	16.466	---	---	50.070	---	---	---	71.799	---	---	---	0.635	---	---	---	
02.05.2020	14:31:33	30.00		0.045000	---	---	---	16.474	---	---	---	999.75	33.176	16.474	---	---	50.085	---	---	---	71.815	---	---	---	0.643	---	---	---	
02.05.2020	14:31:43	40.00		0.056000	---	---	---	16.466	---	---	---	999.77	33.100	16.466	---	---	50.068	---	---	---	71.806	---	---	---	0.636	---	---	---	
02.05.2020	14:31:53	50.00		0.056000	---	---	---	16.469	---	---	---	999.72	33.039	16.469	---	---	50.068	---	---	---	71.806	---	---	---	0.640	---	---	---	
02.05.2020	14:32:03	60.00		0.053000	---	---	---	16.469	---	---	---	999.80	32.925	16.469	---	---	50.073	---	---	---	71.782	---	---	---	0.637	---	---	---	
02.05.2020	14:32:13	70.00		0.060000	---	---	---	16.469	---	---	---	999.80	32.841	16.469	---	---	50.061	---	---	---	71.794	---	---	---	0.639	---	---	---	
02.05.2020	14:32:23	80.00		0.044000	---	---	---	16.472	---	---	---	999.77	32.841	16.472	---	---	50.086	---	---	---	71.784	---	---	---	0.636	---	---	---	
02.05.2020	14:32:33	90.00		0.056000	---	---	---	16.469	---	---	---	999.77	32.803	16.469	---	---	50.068	---	---	---	71.785	---	---	---	0.644	---	---	---	
02.05.2020	14:32:43	100.00		0.058000	---	---	---	16.469	---	---	---	999.72	32.764	16.469	---	---	50.065	---	---	---	71.783	---	---	---	0.630	---	---	---	
02.05.2020	14:32:53	110.00		0.058000	---	---	---	16.472	---	---	---	999.83	32.726	16.472	---	---	50.064	---	---	---	71.780	---	---	---	0.637	---	---	---	
02.05.2020	14:33:03	120.00		0.066000	---	---	---	16.466	---	---	---	999.80	32.726	16.466	---	---	50.052	---	---	---	71.785	---	---	---	0.636	---	---	---	
02.05.2020	14:33:13	130.00		0.043000	---	---	---	16.464	---	---	---	999.69	32.726	16.464	---	---	50.089	---	---	---	71.768	---	---	---	0.660	---	---	---	
02.05.2020	14:33:23	140.00		0.063000	---	---	---	16.464	---	---	---	999.83	32.726	16.464	---	---	50.057	---	---	---	71.777	---	---	---	0.631	---	---	---	
02.05.2020	14:33:33	150.00		0.057000	---	---	---	16.472	---	---	---	999.80	32.688	16.472	---	---	50.065	---	---	---	71.767	---	---	---	0.623	---	---	---	
02.05.2020	14:33:43	160.00		0.063000	---	---	---	16.466	---	---	---	999.83	32.688	16.466	---	---	50.056	---	---	---	71.771	---	---	---	0.660	---	---	---	
02.05.2020	14:33:53	170.00		0.047000	---	---	---	16.469	---	---	---	999.80	32.642	16.469	---	---	50.082	---	---	---	71.777	---	---	---	0.663	---	---	---	
02.05.2020	14:34:03	180.00		0.046000	---	---	---	16.461	---	---	---	999.75	32.688	16.461	---	---	50.084	---	---	---	71.769	---	---	---	0.631	---	---	---	
02.05.2020	14:34:13	190.00		0.052000	---	---	---	16.464	---	---	---	999.77	32.703	16.464	---	---	50.074	---	---	---	71.767	---	---	---	0.637	---	---	---	
02.05.2020	14:34:23	200.00		0.054000	---	---	---	16.464	---	---	---	999.77	32.703	16.464	---	---	50.071	---	---	---	71.770	---	---	---	0.624	---	---	---	
02.05.2020	14:34:33	210.00		0.051000	---	---	---	16.469	---	---	---	999.86	32.665	16.469	---	---	50.076	---	---	---	71.759	---	---	---	0.640	---	---	---	
02.05.2020	14:34:43	220.00		0.055000	---	---	---	16.459	---	---	---	999.80	32.665	16.459	---	---	50.070	---	---	---	71.757	---	---	---	0.637	---	---	---	
02.05.2020	14:34:53	230.00		0.047000	---	---	---	16.459	---	---	---	999.77	32.665	16.459	---	---	50.083	---	---	---	71.749	---	---	---	0.650	---	---	---	
02.05.2020	14:35:03	240.00		0.045000	---	---	---	16.464	---	---	---	999.77	32.619	16.464	---	---	50.086	---	---	---	71.762	---	---	---	0.656	---	---	---	
02.05.2020	14:35:13	250.00		0.064000	---	---	---	16.466	---	---	---	999.77	32.619	16.466	---	---	50.055	---	---	---	71.756	---	---	---	0.637	---	---	---	
