
***********	*************	*************	**************	*************	*************	*************	*************	*************	*************	*************	*************	*************	*************
Data	from	Pyro	Oxygen	Logger	V3.213	with	FireStingO2	(Firmware	3.10)	---	Pyro	Science	---	Device	Name:	
***********	*************	*************	**************	*************	*************	*************	*************	*************	*************	*************	*************	*************	*************
Settings:	Description	Units	Basic Mode	Sensor Code	Meas. Mode	Temp. Comp.	Temp. (°C)	Press. Comp.	Press. (hPa)	Salinity (‰)	LED Int. (%)	PD Ampl.	Meas. Time (ms)	Bkdg. Comp.	Fiber Length (m)	
Ch 2	Oxygen Sensor Spot / FTC (trace range)	% O2	OFF	TC7-499-063	3	ON External	25.000	ON	1013	0.000	40%	400x	60	ON manual	1.00	
Temp.	Sensor	Measuring	Time (ms):	300	Offset ('C):	0.000	

Calibration:	Status 0% Cal.	Status upper Cal.	Temp. 0% Cal. (°C)	Temp. upper Cal. (°C)	Press. (hPa)	Humidity (%)	Oxygen (%O2)	dphi0 (°)	dphi100 (°)	f	m	F (Hz)	kt (%/K)	tt (%/K)	Bkgd. Int. (mV)	Bkgd. dphi (°)	mt (1/K)	
Ch 2	0% Calibration	Air with 100% Humidity or Air Saturated Water	24.001	24.480	1006	100.000	20.950	50.493	6.332	0.827	0.075	470	0.874	-0.350	0.719	0.883	-0.000106	
Data	Smoothing:	5	
Date:	19.06.2019	
			 		Oxygen			Compensation	Temperature	('C)		Pressure	Humidity	Temp. Probe	Int. Temp.	Analog In	Raw Data:	 dphi (°)			Signal	Intensity	(mV)		Ambient	Light	(mV)		Advanced Raw Values (only logged while raw data window is open)	
Date	Time (HH:MM:SS)	Time (s)	Comment	Ch1	Ch2	Ch3	Ch4	Ch 1	Ch 2	Ch 3	Ch 4	(mbar)	(%)	('C)	('C)	 (mV)	Ch 1	Ch 2	Ch 3	Ch 4	Ch1	Ch2	Ch3	Ch4	Ch1	Ch2	Ch3	Ch4	 (MainBkgd->MainBkgd->MainPhi->RefAmpl->RefBkgnd->RefPhi)	
19.06.2019	12:02:53	0.00		---	1.9875E-5	---	---	---	25.686	---	---	1006.29	50.381	25.686	---	---	---	50.321	---	---	---	260.827	---	---	---	1.400	---	---	
19.06.2019	12:03:23	30.00		---	-1.9875E-5	---	---	---	25.689	---	---	1006.30	50.381	25.689	---	---	---	50.323	---	---	---	260.798	---	---	---	1.399	---	---	
19.06.2019	12:03:53	60.00		---	-5.9623E-5	---	---	---	25.697	---	---	1006.33	50.395	25.697	---	---	---	50.325	---	---	---	260.759	---	---	---	1.403	---	---	
19.06.2019	12:04:23	90.00		---	3.9747E-5	---	---	---	25.706	---	---	1006.37	50.367	25.706	---	---	---	50.320	---	---	---	260.757	---	---	---	1.401	---	---	
19.06.2019	12:04:53	120.00		---	7.9494E-5	---	---	---	25.704	---	---	1006.37	50.373	25.704	---	---	---	50.318	---	---	---	260.720	---	---	---	1.399	---	---	
19.06.2019	12:05:23	150.00		---	1.9874E-5	---	---	---	25.722	---	---	1006.33	50.320	25.722	---	---	---	50.319	---	---	---	260.700	---	---	---	1.399	---	---	
19.06.2019	12:05:53	180.00		---	0.0000	---	---	---	25.726	---	---	1006.32	50.243	25.726	---	---	---	50.319	---	---	---	260.677	---	---	---	1.397	---	---	
19.06.2019	12:06:23	210.00		---	7.9499E-5	---	---	---	25.738	---	---	1006.31	50.167	25.738	---	---	---	50.317	---	---	---	260.653	---	---	---	1.396	---	---	
19.06.2019	12:06:53	240.00		---	3.9747E-5	---	---	---	25.738	---	---	1006.35	50.157	25.738	---	---	---	50.317	---	---	---	260.640	---	---	---	1.396	---	---	
19.06.2019	12:07:23	270.00		---	9.9371E-5	---	---	---	25.760	---	---	1006.33	50.347	25.760	---	---	---	50.313	---	---	---	260.612	---	---	---	1.394	---	---	
19.06.2019	12:07:53	300.00		---	1.9876E-5	---	---	---	25.759	---	---	1006.25	50.266	25.759	---	---	---	50.316	---	---	---	260.589	---	---	---	1.397	---	---	
19.06.2019	12:08:23	330.00		---	0.00011924	---	---	---	25.765	---	---	1006.35	50.258	25.765	---	---	---	50.312	---	---	---	260.561	---	---	---	1.397	---	---	
19.06.2019	12:08:53	360.00		---	1.9873E-5	---	---	---	25.756	---	---	1006.39	50.080	25.756	---	---	---	50.314	---	---	---	260.551	---	---	---	1.396	---	---	
19.06.2019	12:09:23	390.00		---	0.00011926	---	---	---	25.737	---	---	1006.25	49.870	25.737	---	---	---	50.314	---	---	---	260.532	---	---	---	1.398	---	---	
19.06.2019	12:09:53	420.00		---	0.00017887	---	---	---	25.714	---	---	1006.30	49.732	25.714	---	---	---	50.314	---	---	---	260.538	---	---	---	1.394	---	---	
19.06.2019	12:10:23	450.00		---	5.9625E-5	---	---	---	25.695	---	---	1006.29	49.664	25.695	---	---	---	50.320	---	---	---	260.529	---	---	---	1.397	---	---	
19.06.2019	12:10:53	480.00		---	1.9875E-5	---	---	---	25.695	---	---	1006.30	49.583	25.695	---	---	---	50.321	---	---	---	260.526	---	---	---	1.397	---	---	
19.06.2019	12:11:23	510.00		---	0.00029813	---	---	---	25.670	---	---	1006.28	49.455	25.670	---	---	---	50.315	---	---	---	260.520	---	---	---	1.396	---	---	
19.06.2019	12:11:53	540.00		---	0.00031800	---	---	---	25.669	---	---	1006.28	49.426	25.669	---	---	---	50.315	---	---	---	260.504	---	---	---	1.396	---	---	
19.06.2019	12:12:23	570.00		---	3.9749E-5	---	---	---	25.646	---	---	1006.31	49.076	25.646	---	---	---	50.326	---	---	---	260.511	---	---	---	1.398	---	---	
19.06.2019	12:12:53	600.00		---	1.9876E-5	---	---	---	25.651	---	---	1006.26	48.751	25.651	---	---	---	50.326	---	---	---	260.502	---	---	---	1.401	---	---	
19.06.2019	12:13:23	630.00		---	7.9502E-5	---	---	---	25.631	---	---	1006.26	48.377	25.631	---	---	---	50.325	---	---	---	260.512	---	---	---	1.402	---	---	
19.06.2019	12:13:53	660.00		---	0.00011926	---	---	---	25.639	---	---	1006.25	48.365	25.639	---	---	---	50.324	---	---	---	260.498	---	---	---	1.398	---	---	
19.06.2019	12:14:23	690.00		---	9.9379E-5	---	---	---	25.613	---	---	1006.25	48.029	25.613	---	---	---	50.327	---	---	---	260.490	---	---	---	1.400	---	---	
19.06.2019	12:14:53	720.00		---	0.00019877	---	---	---	25.603	---	---	1006.21	47.918	25.603	---	---	---	50.324	---	---	---	260.478	---	---	---	1.400	---	---	
19.06.2019	12:15:23	750.00		---	-1.9876E-5	---	---	---	25.605	---	---	1006.22	47.787	25.605	---	---	---	50.332	---	---	---	260.485	---	---	---	1.400	---	---	
19.06.2019	12:15:53	780.00		---	5.9628E-5	---	---	---	25.607	---	---	1006.25	47.627	25.607	---	---	---	50.330	---	---	---	260.469	---	---	---	1.397	---	---	
19.06.2019	12:16:23	810.00		---	9.9384E-5	---	---	---	25.610	---	---	1006.20	47.415	25.610	---	---	---	50.327	---	---	---	260.452	---	---	---	1.398	---	---	
19.06.2019	12:16:53	840.00		---	1.9876E-5	---	---	---	25.605	---	---	1006.22	47.358	25.605	---	---	---	50.330	---	---	---	260.452	---	---	---	1.396	---	---	
19.06.2019	12:17:23	870.00		---	9.9387E-5	---	---	---	25.599	---	---	1006.17	47.129	25.599	---	---	---	50.328	---	---	---	260.441	---	---	---	1.397	---	---	
19.06.2019	12:17:53	900.00		---	0.00013914	---	---	---	25.593	---	---	1006.19	46.973	25.593	---	---	---	50.327	---	---	---	260.437	---	---	---	1.398	---	---	
19.06.2019	12:18:23	930.00		---	0.00019878	---	---	---	25.578	---	---	1006.13	46.867	25.578	---	---	---	50.327	---	---	---	260.429	---	---	---	1.395	---	---	
19.06.2019	12:18:53	960.00		---	5.9634E-5	---	---	---	25.572	---	---	1006.14	46.711	25.572	---	---	---	50.332	---	---	---	260.437	---	---	---	1.395	---	---	
19.06.2019	12:19:23	990.00		---	9.9391E-5	---	---	---	25.574	---	---	1006.12	46.705	25.574	---	---	---	50.331	---	---	---	260.430	---	---	---	1.398	---	---	
19.06.2019	12:19:53	1020.00		---	-1.9877E-5	---	---	---	25.557	---	---	1006.17	46.612	25.557	---	---	---	50.337	---	---	---	260.423	---	---	---	1.398	---	---	
19.06.2019	12:20:23	1050.00		---	0.00025842	---	---	---	25.539	---	---	1006.11	46.620	25.539	---	---	---	50.329	---	---	---	260.427	---	---	---	1.397	---	---	
